"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_ability_necrolyte_heartstopper_aura_lua_health_regen""HEALTH REGEN PER KILL:"
		"DOTA_Tooltip_ability_necrolyte_heartstopper_aura_lua_mana_regen""MANA REGEN PER KILL:"
		"DOTA_Tooltip_ability_necrolyte_heartstopper_aura_lua_regen_duration""REGEN DURATION:"
		"DOTA_Tooltip_ability_necrolyte_heartstopper_aura_lua_hero_multiplier""HERO KILL REGEN MULTIPLIER:"
		"DOTA_Tooltip_modifier_necrolyte_heartstopper_aura_lua_counter""Heartstopper Regen"
		"DOTA_Tooltip_modifier_necrolyte_heartstopper_aura_lua_counter_Description""Temporarily gaining %fMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% health regen and %fMODIFIER_PROPERTY_MANA_REGEN_CONSTANT% mana regen per second."
		
		"record_ability""Please Select Ability"
		"AbilitySpellSelection_Close_Label""Maybe Later.."
		"AbilitySpellSelection_Close_Description""Get an empty spell book back."
		
		"DOTA_Tooltip_ability_item_spell_book_empty_lua""Empty Spell Scroll"
		"DOTA_Tooltip_ability_item_spell_book_empty_lua_Description""<h1>Consume:Record</h1>Record one spell in to it, it will save level and cooldown information."
		"DOTA_Tooltip_ability_item_spell_book_lua""Spell Scroll"
		"DOTA_Tooltip_ability_item_spell_book_lua_Description""<h1>Consume:Fetch</h1>Read it the Scroll, learn the spell in it."
		"save_spell_book""Save into a spell Scroll(150 gold)"
		
		"DOTA_Tooltip_ability_creature_tear_armor""Tear Armor"
		"DOTA_Tooltip_ability_creature_tear_armor_Description""Creature attack will tear apart hero's armor."
		"DOTA_Tooltip_ability_creature_tear_armor_armor_reduce""Reduce Armor Per Attack"
		
		
		"DOTA_Tooltip_modifier_loser_curse""Loser Curse"
		"DOTA_Tooltip_modifier_loser_curse_Description""Duel loser will stack curse, each stack increases 10%% incoming damage, reduce 10%% deal damage, reduce 10%% base attributes.(Not work in Duel Battle)"
		
		"lose_aegis""is defeated in duel, lose Aegis."
		"stack_curse""is defeated in duel, get a stack of Curse."
		"npc_dota_clinkz_skeleton_archer_frostivus2018""Burning Army"
		"DOTA_Tooltip_ability_faceless_void_backtrack""Backtrack"
		"DOTA_Tooltip_ability_faceless_void_backtrack_Description""Faceless Void dodges damage by jumping backward in time, eluding both physical and magical attacks."
		"DOTA_Tooltip_ability_faceless_void_backtrack_Lore""Darkterror sees what has yet to be seen."
		"DOTA_Tooltip_ability_faceless_void_backtrack_dodge_chance_pct""%PROC CHANCE:"
		"AbilityRelearnCloseSelection_Label""Abandon"
		"AbilityRelearnSelection_Description""Abandon and get book back"
		"DOTA_Tooltip_ability_item_relearn_book_lua""Book of Retraining"
		"DOTA_Tooltip_ability_item_relearn_book_lua_Description""<h1>Consume:Retraining</h1>Choose a ability to unlearn and draw a new one."
		"unlearn_ability""Select Ability To Unlearn"
		"round""Round"
		"finish"" Finish"
		"compensate_relearn_book"" Get Book of Retraining"
		
		"DOTA_Tooltip_ability_invoker_sun_strike_lua""Sun Strike"
		"DOTA_Tooltip_ability_invoker_sun_strike_lua_Description""Sends a catastrophic ray of fierce energy from the sun at any targeted location, incinerating all enemies standing beneath it once it reaches the earth. However this damage is spread evenly over all enemies hit."
		"DOTA_Tooltip_ability_invoker_sun_strike_lua_area_of_effect""RADIUS:"
		"DOTA_Tooltip_ability_invoker_sun_strike_lua_delay""DELAY:"
		"DOTA_Tooltip_ability_invoker_sun_strike_lua_damage""DAMAGE:"
		"DOTA_Tooltip_ability_invoker_sun_strike_lua_Lore""Harlek's Incantation of Incineration."
		"DOTA_Tooltip_ability_invoker_sun_strike_lua_Note0""Gives vision of the target area before the strike."
		"DOTA_Tooltip_ability_invoker_sun_strike_lua_Note1""Only half damage when casting cataclysm."
		
		"DOTA_Tooltip_ability_invoker_deafening_blast_lua""Deafening Blast"
		"DOTA_Tooltip_ability_invoker_deafening_blast_lua_Description""Invoker unleashes a mighty sonic wave in front of him, dealing damage to any enemy unit it collides with based on the level of <font color='#cabe68'>Exort</font>. The sheer impact from the blast is enough to knock those enemy units back for a duration based on the level of <font color='#7998b5'>Quas</font>, then disarm their attacks for a duration based on the level of <font color='#d671a9'>Wex</font>."
		"DOTA_Tooltip_ability_invoker_deafening_blast_lua_damage""DAMAGE:"
		"DOTA_Tooltip_ability_invoker_deafening_blast_lua_knockback_duration""KNOCKBACK DURATION:"
		"DOTA_Tooltip_ability_invoker_deafening_blast_lua_disarm_duration""DISARM DURATION:"
		"DOTA_Tooltip_modifier_invoker_deafening_blast_lua_knockback""Deafening Blast Knockback"
		"DOTA_Tooltip_modifier_invoker_deafening_blast_lua_knockback_Description""Reeling back from the deafening blast."
		"DOTA_Tooltip_modifier_invoker_deafening_blast_lua_disarm""Deafening Blast Disarm"
		"DOTA_Tooltip_modifier_invoker_deafening_blast_lua_disarm_Description""Cannot attack."
		"DOTA_Tooltip_ability_invoker_deafening_blast_lua_Lore""Buluphont's Aureal Incapacitator."
		"DOTA_Tooltip_ability_invoker_deafening_blast_lua_travel_distance""TRAVEL DISTANCE:"
		"DOTA_Tooltip_ability_monkey_king_wukongs_command""Wukongs Command(Unremovable)"
		"DOTA_Tooltip_modifier_drow_ranger_trueshot_lua_aura_effect""Precision Aura"
		"DOTA_Tooltip_modifier_drow_ranger_trueshot_lua_aura_effect_Description""Attack increased by %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%"
		
		"DOTA_Tooltip_ability_drow_ranger_trueshot_lua""Precision Aura"
		"DOTA_Tooltip_ability_drow_ranger_trueshot_lua_Description""Adds bonus damage to the physical attack of allied, <font color='#FF7800'>ranged</font> Hero units based on a percentage of Drow's agility.Affects creeps for 30 seconds when cast."
		"DOTA_Tooltip_ability_drow_ranger_trueshot_lua_Lore""Traxex' time spent alone in the forests of her Drow home has allowed her to teach other archers how to improve their bow skills."
		"DOTA_Tooltip_ability_drow_ranger_trueshot_lua_trueshot_ranged_damage""%RANGE DAMAGE BONUS:"
		"DOTA_Tooltip_ability_drow_ranger_trueshot_lua_radius""RADIUS:"
		"next_ability_round_3""Next ability selection will be in round 3"
		"next_ability_round_6""Next ability selection will be in round 6"
		"next_ability_round_9""Next ability selection will be in round 9"
		"AbilityOrder_Close""Close"
		"AbilityOrderTitle""Reorder Abilities"
		"suicide_note""In Single-Player Mode, you can use code -suicide to end game.In Single-Player Mode, PASS member can freely choose hero."
		
		
		"Round_Skeleton""Skeleton"
		"Round_Kobold""Kobold"
		"Round_Troll""Troll"
		"Round_Troll_And_Kobold""Kobold Master"
		"Round_Gnoll_Assassin""Gnoll Assassin"
		"Round_Ghost""Ghost"
		"Round_Harpy""Harpy"
		"Round_Crocodilian""Crocodilian"
		"Round_Chameleon""Chameleon"
		"Round_Greevil""Greevil"
		"Round_Centaur""Centaur"
		"Round_Wolf""Giant Wolf"
		"Round_Satyr""Satyr Mindstealer"
		"Round_Ogre""Ogre"
		"Round_Golem""Mud Golem"
		"Round_Centaur_Big""Centaur Conqueror"
		"Round_Satyr_Big""Satyr Banisher"
		"Round_Hellbear""Hellbear"
		"Round_Wild""Wildwing"
		"Round_Dark_Troll""Dark Troll"
		"Round_Ogreseal""Ogre seal"
		"Round_Ogre_Warlord""Ogre Warlord"
		"Round_Dragon""Dragon"
		"Round_Large_Golem""Large Golem"
		"Round_Thunder_Lizard""Thunder Lizard"
		"Round_Prowler""Ancient Prowler"
		"Round_Frostbitten""Frostbitten"
		"Round_Roshan""Roshan"
		
		//"DOTA_InventoryMenu_TeleportToNeutralStash""Sell"
		//"DOTA_InventoryMenu_DropAtFountain""Sell"
		"DOTA_Tooltip_modifier_aegis""Aegis of the Immortal"
		"DOTA_Tooltip_modifier_aegis_Description""Reincarnation: Consumes a charge to brings you to life with full health and mana 5 seconds after you die. Meanwhile grant you Power of Reincarnation buff.<br>It will not trigger in PVP battle."
		
		"DOTA_Tooltip_modifier_aegis_buff""Aegis Protection"
		"DOTA_Tooltip_modifier_aegis_buff_Description""Reduce 65%% incoming damage, and increase 100%% outcoming damage."
		
		"GetPayPalLink""Get PayPal Payment Link"
		"CodeToolTip""After payment, click EXCHANGE CODE:"
		"PayPalWait""Please wait a while..."
		"TaobaoCodePayPalNotFinished""Payment not finished, code is invalide"
		"TaobaoCodeTimeOut""Time out, please try agian"
		
		"DOTA_Tooltip_ability_spider_nethertoxin_lua""Nethertoxin"
		"DOTA_Tooltip_ability_spider_nethertoxin_lua_Description""Releases a Nethertoxin at the targeted area. Units in that area take damage over time. Disables passives of affected units."
		"DOTA_Tooltip_ability_spider_nethertoxin_lua_duration""Duration:"
		"DOTA_Tooltip_ability_spider_nethertoxin_lua_radius""Radius:"
		
		"npc_dota_spider_melee""Bloodthirsty Spider"
		"npc_dota_spider_range""Toxin Spider"
		"DOTA_Tooltip_modifier_spider_nethertoxin_lua""Nethertoxin"
		"DOTA_Tooltip_modifier_spider_nethertoxin_lua_Description""Passive abilities disabled, and taking damage over time."
		"DOTA_Tooltip_ability_spider_explode_lua""Toxin Pustule"
		"DOTA_Tooltip_ability_spider_explode_lua_Description""Trigger a toxin explode when killed. Units in area take damage over time. Disables passives of affected units."
		
		"npc_dota_explode_spider""Baneling"
		"Round_Explode_Spider""Baneling"
		"Round_Spider""Toxin Spider"
		"player_name""Player Name"
		"play_time""Match No."
		"early_leave""Early Leave"
		"actor""Actor"
		
		"mark_as_actor""Are you sure to report this player as actor?({d:time} tims left)"
		"cancle""cancel"
		"marked_as_actor""are marked as actor"
		"marked_actor_note""You can mark a player as actor(who throw a dual), by Alt+Click hero Icon."
		"npc_dota_creature_invoker_forged_spirit""Forged Spirit"
		"DOTA_Tooltip_modifier_invoker_alacrity_lua""Alacrity"
		"DOTA_Tooltip_modifier_invoker_cold_snap_lua""Cold Snap"
		"DOTA_Tooltip_modifier_invoker_ghost_walk_lua""Ghost Walk"
		"DOTA_Tooltip_ability_luna_eclipse_lua""Eclipse"
		"DOTA_Tooltip_ability_luna_eclipse_lua_Lore""In times of great need, Selemene herself descends into the world, blocking out the light and hope of the opposed."
		"DOTA_Tooltip_ability_luna_eclipse_lua_Description""Showers random nearby enemies with strikes of Lucent Beam. These beams do not stun their targets, and there is a maximum number of times that a single target can be struck. Also turns day into night for %duration_tooltip% seconds."
		"DOTA_Tooltip_ability_luna_eclipse_lua_Note0""Eclipse work if without Lucent Beam."
		"DOTA_Tooltip_ability_luna_eclipse_lua_Note1""Beams will stop if Luna is killed."
		"DOTA_Tooltip_ability_luna_eclipse_lua_Note2""Will not hit invisible units."
		"DOTA_Tooltip_ability_luna_eclipse_lua_Note3""There is a %beam_interval% seconds gap between beams, %beam_interval_scepter% seconds with scepter."
		"DOTA_Tooltip_ability_luna_eclipse_lua_beams""TOTAL BEAMS:"
		"DOTA_Tooltip_ability_luna_eclipse_lua_damage""DAMAGE:"
		"DOTA_Tooltip_ability_luna_eclipse_lua_hit_count""MAX BEAMS PER UNIT:"
		"DOTA_Tooltip_ability_luna_eclipse_lua_radius""RADIUS:"
		"DOTA_Tooltip_ability_luna_eclipse_lua_beams_scepter""SCEPTER TOTAL BEAMS:"
		"DOTA_Tooltip_ability_luna_eclipse_lua_duration_tooltip_scepter""SCEPTER DURATION:"
		"DOTA_Tooltip_ability_luna_eclipse_lua_cast_range_tooltip_scepter""SCEPTER CAST RANGE:"
		"DOTA_Tooltip_ability_luna_eclipse_lua_aghanim_description""Allows Luna to cast Eclipse on an allied unit or herself and have its effects follow them, or cast it on an area. Also increases total beams and duration, removes the limit on beams per unit, and makes the beams appear twice as fast."
		
		"DOTA_Tooltip_ability_monkey_king_jingu_mastery_lua""Jingu Mastery"
		"DOTA_Tooltip_ability_monkey_king_jingu_mastery_lua_Description""Monkey King's attacks awaken the Jingu Bang's power. Upon the fourth hit on the same enemy hero, Monkey King earns four charged attacks that have bonus damage and lifesteal."
		"DOTA_Tooltip_ability_monkey_king_jingu_mastery_lua_Lore""Always sensitive to the moods of its master, the Jingu Bang radiates power when Sun Wukong's combat fervor is on full display."
		"DOTA_Tooltip_ability_monkey_king_jingu_mastery_lua_Note0""Hitting an enemy with Boundless Strike adds to the hit counter."
		"DOTA_Tooltip_ability_monkey_king_jingu_mastery_lua_Note1""Repeatedly hitting an enemy refreshes the Jingu Mastery debuff duration."
		"DOTA_Tooltip_ability_monkey_king_jingu_mastery_lua_Note2""Hit charges on enemies cannot be dispelled."
		"DOTA_Tooltip_ability_monkey_king_jingu_mastery_lua_required_hits""REQUIRED HITS:"
		"DOTA_Tooltip_ability_monkey_king_jingu_mastery_lua_counter_duration""COUNTER DURATION:"
		"DOTA_Tooltip_ability_monkey_king_jingu_mastery_lua_charges""CHARGES:"
		"DOTA_Tooltip_ability_monkey_king_jingu_mastery_lua_bonus_damage""BONUS DAMAGE:"
		"DOTA_Tooltip_ability_monkey_king_jingu_mastery_lua_lifesteal""%BONUS LIFESTEAL:"
		
		"DOTA_Tooltip_modifier_monkey_king_jingu_mastery_lua_buff""Jingu Mastery"
		"DOTA_Tooltip_modifier_modifier_monkey_king_jingu_mastery_lua_count_debuff""Jingu Mastery"
		"DOTA_Tooltip_ability_jakiro_liquid_fire_lua""Liquid Fire"
		"DOTA_Tooltip_ability_jakiro_liquid_fire_lua_Description""Jakiro burns his enemies in an area of effect with fire added to his attack, while slowing their attacks."
		"DOTA_Tooltip_ability_jakiro_liquid_fire_lua_Lore""The left maw of Jakiro opens, laying waste to any in its path."
		"DOTA_Tooltip_ability_jakiro_liquid_fire_lua_Note0""Works on both units and buildings."
		"DOTA_Tooltip_ability_jakiro_liquid_fire_lua_slow_attack_speed_pct""ATTACK SLOW:"
		"DOTA_Tooltip_ability_jakiro_liquid_fire_lua_damage""BURN DAMAGE:"
		"DOTA_Tooltip_ability_jakiro_liquid_fire_lua_duration""DURATION:"
		"DOTA_Tooltip_ability_jakiro_liquid_fire_lua_radius""RADIUS:"
		"DOTA_Tooltip_ability_item_relearn_torn_page_lua""Torn Page of Retraining Book"
		"DOTA_Tooltip_ability_item_relearn_torn_page_lua_Description""<h1>Consume:Retraining</h1>Unlearns a <font color='#FF7800'>random</font> ability and draw a new one."
		
		"DOTA_Tooltip_ability_ogre_magi_multicast_lua""Multicast"
		"DOTA_Tooltip_ability_ogre_magi_multicast_lua_Description""Enables Ogre Magi to cast his spells multiple times with each use.<br><br>Ultimate Ability and Global Ability have less chance."
		"DOTA_Tooltip_ability_ogre_magi_multicast_lua_multicast_2_times""%2X CAST CHANCE:"
		"DOTA_Tooltip_ability_ogre_magi_multicast_lua_multicast_3_times""%3X CAST CHANCE:"
		"DOTA_Tooltip_ability_ogre_magi_multicast_lua_multicast_4_times""%4X CAST CHANCE:"
		"DOTA_Tooltip_modifier_multicast_lua""Multicast"
		
		"DOTA_Tooltip_ability_item_summoner_crown_1""Mask of Dominator"
		"DOTA_Tooltip_ability_item_summoner_crown_1_Description""<h1>Passive:Summon Power</h1>Increase summoned creeps damage, health, attack speed and armor.Based on hero attributes."
		"DOTA_Tooltip_ability_item_summoner_crown_1_bonus_all_stats""+$all"
		"DOTA_Tooltip_ability_item_summoner_crown_1_hp_bonus_per_str""%Increase summoned HP per strength:"
		"DOTA_Tooltip_ability_item_summoner_crown_1_damage_bonus_per_int""%Increase summoned damage per Intelligence:"
		"DOTA_Tooltip_ability_item_summoner_crown_1_speed_bonus_per_agi""%Reduce summoned attack time per agility:"
		"DOTA_Tooltip_ability_item_summoner_crown_1_armor_bonus_per_agi""Increase summoned armor per agility:"
		
		"DOTA_Tooltip_ability_item_summoner_crown_2""Hood of Dominator"
		"DOTA_Tooltip_ability_item_summoner_crown_2_Description""<h1>Passive:Summon Power</h1>Increase summoned creeps damage, health, attack speed and armor.Based on hero attributes."
		"DOTA_Tooltip_ability_item_summoner_crown_2_bonus_all_stats""+$all"
		"DOTA_Tooltip_ability_item_summoner_crown_2_hp_bonus_per_str""%Increase summoned HP per strength:"
		"DOTA_Tooltip_ability_item_summoner_crown_2_damage_bonus_per_int""%Increase summoned damage per Intelligence:"
		"DOTA_Tooltip_ability_item_summoner_crown_2_speed_bonus_per_agi""%Reduce summoned attack time per agility:"
		"DOTA_Tooltip_ability_item_summoner_crown_2_armor_bonus_per_agi""Increase summoned armor per agility:"
		
		"DOTA_Tooltip_ability_item_summoner_crown_3""Crown of Dominator"
		"DOTA_Tooltip_ability_item_summoner_crown_3_Description""<h1>Passive:Summon Power</h1>Increase summoned creeps damage, health, attack speed and armor.Based on hero attributes."
		"DOTA_Tooltip_ability_item_summoner_crown_3_bonus_all_stats""+$all"
		"DOTA_Tooltip_ability_item_summoner_crown_3_hp_bonus_per_str""%Increase summoned HP per strength:"
		"DOTA_Tooltip_ability_item_summoner_crown_3_damage_bonus_per_int""%Increase summoned damage per Intelligence:"
		"DOTA_Tooltip_ability_item_summoner_crown_3_speed_bonus_per_agi""%Reduce summoned attack time per agility:"
		"DOTA_Tooltip_ability_item_summoner_crown_3_armor_bonus_per_agi""Increase summoned armor per agility:"
		
		"DOTA_Tooltip_ability_item_summon_book_lua""Book of Summoner"
		"DOTA_Tooltip_ability_item_summon_book_lua_Description""<h1>Consume:Conjuration</h1>Unlearns a random ability and get a summon ability."
		
		"econ_season_2020_3""2020 March Limited"
		"econ_legend_three_star_chess""Legend Three Star Chess"
		"econ_epic_three_star_chess""Epic Three Star Chess"
		"econ_rare_three_star_chess""Rare Three Star Chess"
		"econ_nightmare""Nightmare"
		"econ_blood_dance""Blood Dance"
		"econ_radiance""Glow of Aegis"
		"econ_music""Music"
		"econ_league_dog_wing""Wing of League"
		"econ_league_dog_ring""Heart of League"
		
		"compensate_relearn_and_torn_book"" Get Book of Retraining And Torn Page"
		"compensate_torn_book"" Get Torn Page of Retraining Book"
		
		"Round_Timber_Spider""Timber Spider"
		"DOTA_Tooltip_ability_timber_spider_death_whirling""Whirling Death"
		"npc_dota_timber_spider""Timber Spider"
		"DOTA_Tooltip_ability_timber_spider_death_whirling_Description""Timber Spider whirls extremely sharp edges, damaging enemies and destroying trees. Whirling Death will deal double damage and stun when tree destroyed."
		
		"econ_purple_fireworks""Purple Fireworks"
		"econ_star_fire""Star Fire"
		"econ_purple_cloud""Mythical Cloud"
		"econ_jade""Fel Jade"
		"econ_butterfly""Butterfly"
		"econ_firefly""Firefly"
		"econ_shadow_word""Shadow Word"
		"econ_last_word""Last Word"
		"econ_repel_buff""Omni Protection"
		"econ_out_world""Outworld"
		"econ_galaxy_core""Galaxy Core"
		"npc_dota_creature_tombstone_zombie""Zombie"
		"npc_dota_creature_tombstone_zombie_torso""Zombie Torso"
		"npc_dota_creature_tombstone""Tombstone"
		"max_bet""Max"
		
		"auto_duel_vision""Auto-Spectate Duel"
		"auto_duel_vision_hint""When you finish round, your camera will move to duel arena so you can watch the battle"
		"auto_creeps_camera""Auto-Spectate Creep Fight"
		"auto_creeps_camera_hint""When you finish round, your camera will move to random creep-fighting team"
